project_id,sov_line_id,line_number,description,application_number,scheduled_value,previous_billed,this_period,total_billed,pct_complete,pct_manually_adjusted,balance_to_finish
PRJ-2020-220,PRJ-2020-220-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",22,325800,311600,7400,319000,97.9,True,6800
PRJ-2020-220,PRJ-2020-220-SOV-14,14,Startup & Commissioning Support,22,324100,309600,6900,316500,97.7,True,7600
PRJ-2020-220,PRJ-2020-220-SOV-15,15,Closeout Documentation & Training,22,229700,219300,5200,224500,97.7,True,5200
PRJ-2020-221,PRJ-2020-221-SOV-01,1,General Conditions & Project Management,15,1100700,1100300,400,1100700,100.0,False,0
PRJ-2020-221,PRJ-2020-221-SOV-02,2,Submittals & Engineering,14,499000,498500,500,499000,100.0,False,0
PRJ-2020-221,PRJ-2020-221-SOV-03,3,Ductwork - Fabrication,20,1321400,1303300,16900,1320200,99.9,False,1200
PRJ-2020-221,PRJ-2020-221-SOV-04,4,Ductwork - Installation,20,1664600,1648400,13900,1662300,99.9,True,2300
PRJ-2020-221,PRJ-2020-221-SOV-05,5,Piping - Hydronic Systems,20,1234000,1218600,13600,1232200,99.9,True,1800
PRJ-2020-221,PRJ-2020-221-SOV-06,6,Piping - Refrigerant,20,557500,551600,5500,557100,99.9,True,400
PRJ-2020-221,PRJ-2020-221-SOV-07,7,Equipment - RTUs/AHUs,20,1722600,1704200,15700,1719900,99.8,True,2700
PRJ-2020-221,PRJ-2020-221-SOV-08,8,Equipment - Chillers/Boilers,20,1215400,1200000,14600,1214600,99.9,True,800
PRJ-2020-221,PRJ-2020-221-SOV-09,9,Equipment - Terminal Units (VAV/FCU),20,1059500,1047800,10200,1058000,99.9,True,1500
PRJ-2020-221,PRJ-2020-221-SOV-10,10,Controls - DDC/BAS Installation,20,1293800,1247300,14500,1261800,97.5,True,32000
PRJ-2020-221,PRJ-2020-221-SOV-11,11,Controls - Programming & Commissioning,20,463500,447100,5300,452400,97.6,False,11100
PRJ-2020-221,PRJ-2020-221-SOV-12,12,Insulation,20,745700,722100,5500,727600,97.6,True,18100
PRJ-2020-221,PRJ-2020-221-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",20,464800,447600,7100,454700,97.8,True,10100
PRJ-2020-221,PRJ-2020-221-SOV-14,14,Startup & Commissioning Support,20,336200,323300,5600,328900,97.8,True,7300
PRJ-2020-221,PRJ-2020-221-SOV-15,15,Closeout Documentation & Training,20,168300,161400,2900,164300,97.6,True,4000
PRJ-2020-222,PRJ-2020-222-SOV-01,1,General Conditions & Project Management,17,821600,821500,100,821600,100.0,False,0
PRJ-2020-222,PRJ-2020-222-SOV-02,2,Submittals & Engineering,17,320300,319400,900,320300,100.0,False,0
PRJ-2020-222,PRJ-2020-222-SOV-03,3,Ductwork - Fabrication,24,944300,928500,13500,942000,99.8,True,2300
PRJ-2020-222,PRJ-2020-222-SOV-04,4,Ductwork - Installation,24,1140100,1121700,16800,1138500,99.9,True,1600
PRJ-2020-222,PRJ-2020-222-SOV-05,5,Piping - Hydronic Systems,24,897100,882300,14400,896700,100.0,True,400
PRJ-2020-222,PRJ-2020-222-SOV-06,6,Piping - Refrigerant,24,623200,612700,9800,622500,99.9,True,700
PRJ-2020-222,PRJ-2020-222-SOV-07,7,Equipment - RTUs/AHUs,24,1322300,1302600,17500,1320100,99.8,True,2200
PRJ-2020-222,PRJ-2020-222-SOV-08,8,Equipment - Chillers/Boilers,24,839300,826500,11000,837500,99.8,True,1800
PRJ-2020-222,PRJ-2020-222-SOV-09,9,Equipment - Terminal Units (VAV/FCU),24,888900,874700,13300,888000,99.9,False,900
PRJ-2020-222,PRJ-2020-222-SOV-10,10,Controls - DDC/BAS Installation,24,690200,662500,10400,672900,97.5,False,17300
PRJ-2020-222,PRJ-2020-222-SOV-11,11,Controls - Programming & Commissioning,24,445700,427100,7300,434400,97.5,True,11300
PRJ-2020-222,PRJ-2020-222-SOV-12,12,Insulation,24,495700,475400,8500,483900,97.6,True,11800
PRJ-2020-222,PRJ-2020-222-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",24,315300,302200,6600,308800,97.9,True,6500
PRJ-2020-222,PRJ-2020-222-SOV-14,14,Startup & Commissioning Support,24,279300,267600,5600,273200,97.8,True,6100
PRJ-2020-222,PRJ-2020-222-SOV-15,15,Closeout Documentation & Training,24,146700,140400,3000,143400,97.8,True,3300
PRJ-2020-223,PRJ-2020-223-SOV-01,1,General Conditions & Project Management,12,607700,607600,100,607700,100.0,False,0
PRJ-2020-223,PRJ-2020-223-SOV-02,2,Submittals & Engineering,11,296100,295700,400,296100,100.0,False,0
PRJ-2020-223,PRJ-2020-223-SOV-03,3,Ductwork - Fabrication,14,629700,626000,2900,628900,99.9,True,800
PRJ-2020-223,PRJ-2020-223-SOV-04,4,Ductwork - Installation,14,971500,956700,13200,969900,99.8,True,1600
PRJ-2020-223,PRJ-2020-223-SOV-05,5,Piping - Hydronic Systems,14,871300,857500,12800,870300,99.9,True,1000
PRJ-2020-223,PRJ-2020-223-SOV-06,6,Piping - Refrigerant,14,399800,396600,2700,399300,99.9,True,500
PRJ-2020-223,PRJ-2020-223-SOV-07,7,Equipment - RTUs/AHUs,14,1069500,1051900,16100,1068000,99.9,True,1500
PRJ-2020-223,PRJ-2020-223-SOV-08,8,Equipment - Chillers/Boilers,14,619900,614200,4900,619100,99.9,True,800
PRJ-2020-223,PRJ-2020-223-SOV-09,9,Equipment - Terminal Units (VAV/FCU),14,738700,727100,9800,736900,99.8,True,1800
PRJ-2020-223,PRJ-2020-223-SOV-10,10,Controls - DDC/BAS Installation,14,540700,519100,8700,527800,97.6,True,12900
PRJ-2020-223,PRJ-2020-223-SOV-11,11,Controls - Programming & Commissioning,14,236200,226700,3800,230500,97.6,True,5700
PRJ-2020-223,PRJ-2020-223-SOV-12,12,Insulation,14,400700,384900,6100,391000,97.6,True,9700
PRJ-2020-223,PRJ-2020-223-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",14,160000,155600,1000,156600,97.9,True,3400
PRJ-2020-223,PRJ-2020-223-SOV-14,14,Startup & Commissioning Support,14,209400,203100,1700,204800,97.8,False,4600
PRJ-2020-223,PRJ-2020-223-SOV-15,15,Closeout Documentation & Training,14,75800,72800,1300,74100,97.8,True,1700
PRJ-2020-224,PRJ-2020-224-SOV-01,1,General Conditions & Project Management,12,1277700,1270900,6800,1277700,100.0,False,0
PRJ-2020-224,PRJ-2020-224-SOV-02,2,Submittals & Engineering,13,393300,393100,200,393300,100.0,False,0
PRJ-2020-224,PRJ-2020-224-SOV-03,3,Ductwork - Fabrication,16,1951200,1902400,46700,1949100,99.9,False,2100
PRJ-2020-224,PRJ-2020-224-SOV-04,4,Ductwork - Installation,16,2175700,2119800,54700,2174500,99.9,True,1200
PRJ-2020-224,PRJ-2020-224-SOV-05,5,Piping - Hydronic Systems,16,1724000,1683200,34000,1717200,99.6,False,6800
PRJ-2020-224,PRJ-2020-224-SOV-06,6,Piping - Refrigerant,16,760800,742700,17500,760200,99.9,True,600
PRJ-2020-224,PRJ-2020-224-SOV-07,7,Equipment - RTUs/AHUs,16,2540700,2482700,53000,2535700,99.8,False,5000
PRJ-2020-224,PRJ-2020-224-SOV-08,8,Equipment - Chillers/Boilers,16,1856700,1813800,40900,1854700,99.9,False,2000
PRJ-2020-224,PRJ-2020-224-SOV-09,9,Equipment - Terminal Units (VAV/FCU),16,1093100,1065500,23800,1089300,99.7,True,3800
PRJ-2020-224,PRJ-2020-224-SOV-10,10,Controls - DDC/BAS Installation,16,1093200,1037600,29300,1066900,97.6,False,26300
PRJ-2020-224,PRJ-2020-224-SOV-11,11,Controls - Programming & Commissioning,16,701600,665600,18400,684000,97.5,False,17600
PRJ-2020-224,PRJ-2020-224-SOV-12,12,Insulation,16,759800,722300,18400,740700,97.5,True,19100
PRJ-2020-224,PRJ-2020-224-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",16,358500,339100,11200,350300,97.7,True,8200
PRJ-2020-224,PRJ-2020-224-SOV-14,14,Startup & Commissioning Support,16,399300,377100,13700,390800,97.9,True,8500
PRJ-2020-224,PRJ-2020-224-SOV-15,15,Closeout Documentation & Training,16,332400,314300,10500,324800,97.7,True,7600
PRJ-2020-225,PRJ-2020-225-SOV-01,1,General Conditions & Project Management,14,325600,324800,800,325600,100.0,False,0
PRJ-2020-225,PRJ-2020-225-SOV-02,2,Submittals & Engineering,13,120200,117800,2400,120200,100.0,False,0
PRJ-2020-225,PRJ-2020-225-SOV-03,3,Ductwork - Fabrication,19,480800,471700,8100,479800,99.8,False,1000
PRJ-2020-225,PRJ-2020-225-SOV-04,4,Ductwork - Installation,19,502000,492200,8700,500900,99.8,True,1100
PRJ-2020-225,PRJ-2020-225-SOV-05,5,Piping - Hydronic Systems,19,493600,484200,8500,492700,99.8,True,900
PRJ-2020-225,PRJ-2020-225-SOV-06,6,Piping - Refrigerant,19,259700,254800,4500,259300,99.8,True,400
PRJ-2020-225,PRJ-2020-225-SOV-07,7,Equipment - RTUs/AHUs,19,706900,693500,12800,706300,99.9,True,600
PRJ-2020-225,PRJ-2020-225-SOV-08,8,Equipment - Chillers/Boilers,19,462300,453300,7500,460800,99.7,True,1500
PRJ-2020-225,PRJ-2020-225-SOV-09,9,Equipment - Terminal Units (VAV/FCU),19,429200,421100,7800,428900,99.9,True,300
PRJ-2020-225,PRJ-2020-225-SOV-10,10,Controls - DDC/BAS Installation,19,451200,431000,9500,440500,97.6,True,10700
PRJ-2020-225,PRJ-2020-225-SOV-11,11,Controls - Programming & Commissioning,19,218300,208600,4300,212900,97.5,True,5400
PRJ-2020-225,PRJ-2020-225-SOV-12,12,Insulation,19,248000,237000,4800,241800,97.5,False,6200
PRJ-2020-225,PRJ-2020-225-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",19,122500,116800,3100,119900,97.9,True,2600
PRJ-2020-225,PRJ-2020-225-SOV-14,14,Startup & Commissioning Support,19,124000,118400,2700,121100,97.7,True,2900
PRJ-2020-225,PRJ-2020-225-SOV-15,15,Closeout Documentation & Training,19,72700,69300,1700,71000,97.7,True,1700
PRJ-2020-226,PRJ-2020-226-SOV-01,1,General Conditions & Project Management,16,3620300,3619900,400,3620300,100.0,False,0
PRJ-2020-226,PRJ-2020-226-SOV-02,2,Submittals & Engineering,16,1621400,1621200,200,1621400,100.0,False,0
PRJ-2020-226,PRJ-2020-226-SOV-03,3,Ductwork - Fabrication,21,5755500,5654300,93100,5747400,99.9,True,8100
PRJ-2020-226,PRJ-2020-226-SOV-04,4,Ductwork - Installation,21,5190400,5094400,92700,5187100,99.9,True,3300
PRJ-2020-226,PRJ-2020-226-SOV-05,5,Piping - Hydronic Systems,21,4206100,4124500,70500,4195000,99.7,True,11100
PRJ-2020-226,PRJ-2020-226-SOV-06,6,Piping - Refrigerant,21,3132100,3076100,48500,3124600,99.8,True,7500
PRJ-2020-226,PRJ-2020-226-SOV-07,7,Equipment - RTUs/AHUs,21,8611400,8458700,142700,8601400,99.9,True,10000
PRJ-2020-226,PRJ-2020-226-SOV-08,8,Equipment - Chillers/Boilers,21,4660700,4571900,82600,4654500,99.9,True,6200
PRJ-2020-226,PRJ-2020-226-SOV-09,9,Equipment - Terminal Units (VAV/FCU),21,3857900,3787500,63700,3851200,99.8,True,6700
PRJ-2020-226,PRJ-2020-226-SOV-10,10,Controls - DDC/BAS Installation,21,4197000,4018300,79300,4097600,97.6,True,99400
PRJ-2020-226,PRJ-2020-226-SOV-11,11,Controls - Programming & Commissioning,21,1867400,1786700,33500,1820200,97.5,True,47200
PRJ-2020-226,PRJ-2020-226-SOV-12,12,Insulation,21,2407900,2300100,49100,2349200,97.6,True,58700
PRJ-2020-226,PRJ-2020-226-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",21,1203800,1147700,29600,1177300,97.8,False,26500
PRJ-2020-226,PRJ-2020-226-SOV-14,14,Startup & Commissioning Support,21,1077500,1029900,22500,1052400,97.7,True,25100
PRJ-2020-226,PRJ-2020-226-SOV-15,15,Closeout Documentation & Training,21,736600,703900,17200,721100,97.9,False,15500
PRJ-2020-227,PRJ-2020-227-SOV-01,1,General Conditions & Project Management,14,2066000,2065900,100,2066000,100.0,False,0
PRJ-2020-227,PRJ-2020-227-SOV-02,2,Submittals & Engineering,13,720900,720800,100,720900,100.0,False,0
PRJ-2020-227,PRJ-2020-227-SOV-03,3,Ductwork - Fabrication,17,2972400,2909200,56200,2965400,99.8,True,7000
PRJ-2020-227,PRJ-2020-227-SOV-04,4,Ductwork - Installation,17,3017200,2951800,57300,3009100,99.7,True,8100
PRJ-2020-227,PRJ-2020-227-SOV-05,5,Piping - Hydronic Systems,17,2114800,2067200,40400,2107600,99.7,True,7200
PRJ-2020-227,PRJ-2020-227-SOV-06,6,Piping - Refrigerant,17,1720700,1681200,34900,1716100,99.7,True,4600
PRJ-2020-227,PRJ-2020-227-SOV-07,7,Equipment - RTUs/AHUs,17,4435200,4332100,99200,4431300,99.9,True,3900
PRJ-2020-227,PRJ-2020-227-SOV-08,8,Equipment - Chillers/Boilers,17,2232600,2184700,46400,2231100,99.9,True,1500
PRJ-2020-227,PRJ-2020-227-SOV-09,9,Equipment - Terminal Units (VAV/FCU),17,2203300,2154700,45100,2199800,99.8,True,3500
PRJ-2020-227,PRJ-2020-227-SOV-10,10,Controls - DDC/BAS Installation,17,2258200,2147000,53800,2200800,97.5,True,57400
PRJ-2020-227,PRJ-2020-227-SOV-11,11,Controls - Programming & Commissioning,17,1082600,1029000,24600,1053600,97.3,True,29000
PRJ-2020-227,PRJ-2020-227-SOV-12,12,Insulation,17,1133400,1076500,29900,1106400,97.6,True,27000
PRJ-2020-227,PRJ-2020-227-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",17,693600,656200,22900,679100,97.9,False,14500
PRJ-2020-227,PRJ-2020-227-SOV-14,14,Startup & Commissioning Support,17,738800,701100,19500,720600,97.5,True,18200
PRJ-2020-227,PRJ-2020-227-SOV-15,15,Closeout Documentation & Training,17,445300,422900,11700,434600,97.6,False,10700
PRJ-2020-228,PRJ-2020-228-SOV-01,1,General Conditions & Project Management,13,587800,587200,600,587800,100.0,False,0
PRJ-2020-228,PRJ-2020-228-SOV-02,2,Submittals & Engineering,13,161900,161800,100,161900,100.0,False,0
PRJ-2020-228,PRJ-2020-228-SOV-03,3,Ductwork - Fabrication,17,878000,859200,16900,876100,99.8,True,1900
PRJ-2020-228,PRJ-2020-228-SOV-04,4,Ductwork - Installation,17,798600,781400,16700,798100,99.9,True,500
PRJ-2020-228,PRJ-2020-228-SOV-05,5,Piping - Hydronic Systems,17,781900,764800,16100,780900,99.9,True,1000
PRJ-2020-228,PRJ-2020-228-SOV-06,6,Piping - Refrigerant,17,397000,387700,8800,396500,99.9,True,500
PRJ-2020-228,PRJ-2020-228-SOV-07,7,Equipment - RTUs/AHUs,17,1241600,1214600,25400,1240000,99.9,True,1600
PRJ-2020-228,PRJ-2020-228-SOV-08,8,Equipment - Chillers/Boilers,17,715100,698600,15000,713600,99.8,False,1500
PRJ-2020-228,PRJ-2020-228-SOV-09,9,Equipment - Terminal Units (VAV/FCU),17,753000,736200,14600,750800,99.7,False,2200
PRJ-2020-228,PRJ-2020-228-SOV-10,10,Controls - DDC/BAS Installation,17,714100,678900,16700,695600,97.4,False,18500
PRJ-2020-228,PRJ-2020-228-SOV-11,11,Controls - Programming & Commissioning,17,372700,354400,8700,363100,97.4,True,9600
PRJ-2020-228,PRJ-2020-228-SOV-12,12,Insulation,17,399000,379900,9600,389500,97.6,True,9500
PRJ-2020-228,PRJ-2020-228-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",17,287500,273100,8200,281300,97.8,True,6200
PRJ-2020-228,PRJ-2020-228-SOV-14,14,Startup & Commissioning Support,17,211100,200200,6000,206200,97.7,True,4900
PRJ-2020-228,PRJ-2020-228-SOV-15,15,Closeout Documentation & Training,17,95700,90600,2900,93500,97.7,False,2200
PRJ-2020-229,PRJ-2020-229-SOV-01,1,General Conditions & Project Management,11,533400,533300,100,533400,100.0,False,0
PRJ-2020-229,PRJ-2020-229-SOV-02,2,Submittals & Engineering,10,166300,165300,1000,166300,100.0,False,0
PRJ-2020-229,PRJ-2020-229-SOV-03,3,Ductwork - Fabrication,13,659700,641300,17700,659000,99.9,False,700
PRJ-2020-229,PRJ-2020-229-SOV-04,4,Ductwork - Installation,13,745300,726200,18200,744400,99.9,True,900
PRJ-2020-229,PRJ-2020-229-SOV-05,5,Piping - Hydronic Systems,13,622600,605100,14700,619800,99.6,True,2800
PRJ-2020-229,PRJ-2020-229-SOV-06,6,Piping - Refrigerant,13,429700,422100,6500,428600,99.7,True,1100
PRJ-2020-229,PRJ-2020-229-SOV-07,7,Equipment - RTUs/AHUs,13,833600,819000,13700,832700,99.9,False,900
PRJ-2020-229,PRJ-2020-229-SOV-08,8,Equipment - Chillers/Boilers,13,691200,674300,16400,690700,99.9,True,500
PRJ-2020-229,PRJ-2020-229-SOV-09,9,Equipment - Terminal Units (VAV/FCU),13,650500,632200,16600,648800,99.7,True,1700
PRJ-2020-229,PRJ-2020-229-SOV-10,10,Controls - DDC/BAS Installation,13,634000,606800,12400,619200,97.7,True,14800
PRJ-2020-229,PRJ-2020-229-SOV-11,11,Controls - Programming & Commissioning,13,304500,289000,7700,296700,97.4,True,7800
PRJ-2020-229,PRJ-2020-229-SOV-12,12,Insulation,13,384600,367500,8000,375500,97.6,True,9100
PRJ-2020-229,PRJ-2020-229-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",13,251400,239100,6700,245800,97.8,True,5600
PRJ-2020-229,PRJ-2020-229-SOV-14,14,Startup & Commissioning Support,13,197200,188000,5000,193000,97.9,True,4200
PRJ-2020-229,PRJ-2020-229-SOV-15,15,Closeout Documentation & Training,13,98000,93600,2300,95900,97.9,True,2100
PRJ-2020-230,PRJ-2020-230-SOV-01,1,General Conditions & Project Management,10,437200,437000,200,437200,100.0,False,0
PRJ-2020-230,PRJ-2020-230-SOV-02,2,Submittals & Engineering,10,264300,264000,300,264300,100.0,False,0
PRJ-2020-230,PRJ-2020-230-SOV-03,3,Ductwork - Fabrication,12,768300,744500,20400,764900,99.6,True,3400
PRJ-2020-230,PRJ-2020-230-SOV-04,4,Ductwork - Installation,12,685000,663600,18400,682000,99.6,True,3000
PRJ-2020-230,PRJ-2020-230-SOV-05,5,Piping - Hydronic Systems,12,560000,542700,16900,559600,99.9,True,400
PRJ-2020-230,PRJ-2020-230-SOV-06,6,Piping - Refrigerant,12,323200,313100,9200,322300,99.7,True,900
PRJ-2020-230,PRJ-2020-230-SOV-07,7,Equipment - RTUs/AHUs,12,1125600,1090100,34000,1124100,99.9,True,1500
PRJ-2020-230,PRJ-2020-230-SOV-08,8,Equipment - Chillers/Boilers,12,595300,576900,15600,592500,99.5,True,2800
PRJ-2020-230,PRJ-2020-230-SOV-09,9,Equipment - Terminal Units (VAV/FCU),12,474700,460200,13900,474100,99.9,True,600
PRJ-2020-230,PRJ-2020-230-SOV-10,10,Controls - DDC/BAS Installation,12,502900,473600,15000,488600,97.2,True,14300
PRJ-2020-230,PRJ-2020-230-SOV-11,11,Controls - Programming & Commissioning,12,316400,298000,10700,308700,97.6,True,7700
PRJ-2020-230,PRJ-2020-230-SOV-12,12,Insulation,12,393700,370500,12400,382900,97.3,True,10800
PRJ-2020-230,PRJ-2020-230-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",12,249400,233300,10800,244100,97.9,True,5300
PRJ-2020-230,PRJ-2020-230-SOV-14,14,Startup & Commissioning Support,12,138700,129900,5500,135400,97.6,True,3300
PRJ-2020-230,PRJ-2020-230-SOV-15,15,Closeout Documentation & Training,12,77300,72400,2900,75300,97.4,True,2000
PRJ-2020-231,PRJ-2020-231-SOV-01,1,General Conditions & Project Management,15,770600,770500,100,770600,100.0,False,0
PRJ-2020-231,PRJ-2020-231-SOV-02,2,Submittals & Engineering,13,262600,258000,4600,262600,100.0,False,0
PRJ-2020-231,PRJ-2020-231-SOV-03,3,Ductwork - Fabrication,19,1088800,1067500,17700,1085200,99.7,True,3600
PRJ-2020-231,PRJ-2020-231-SOV-04,4,Ductwork - Installation,19,1094900,1073800,19900,1093700,99.9,False,1200
PRJ-2020-231,PRJ-2020-231-SOV-05,5,Piping - Hydronic Systems,19,1145000,1123400,19700,1143100,99.8,True,1900
PRJ-2020-231,PRJ-2020-231-SOV-06,6,Piping - Refrigerant,19,590300,579100,10200,589300,99.8,True,1000
PRJ-2020-231,PRJ-2020-231-SOV-07,7,Equipment - RTUs/AHUs,19,1617500,1586100,27800,1613900,99.8,True,3600
PRJ-2020-231,PRJ-2020-231-SOV-08,8,Equipment - Chillers/Boilers,19,1462400,1433600,23900,1457500,99.7,True,4900
PRJ-2020-231,PRJ-2020-231-SOV-09,9,Equipment - Terminal Units (VAV/FCU),19,875600,858900,14700,873600,99.8,True,2000
PRJ-2020-231,PRJ-2020-231-SOV-10,10,Controls - DDC/BAS Installation,19,665400,635900,13800,649700,97.6,True,15700
PRJ-2020-231,PRJ-2020-231-SOV-11,11,Controls - Programming & Commissioning,19,510700,488900,9200,498100,97.5,True,12600
PRJ-2020-231,PRJ-2020-231-SOV-12,12,Insulation,19,639300,611800,12000,623800,97.6,True,15500
PRJ-2020-231,PRJ-2020-231-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",19,233000,221900,6300,228200,97.9,True,4800
PRJ-2020-231,PRJ-2020-231-SOV-14,14,Startup & Commissioning Support,19,252500,241400,5600,247000,97.8,True,5500
PRJ-2020-231,PRJ-2020-231-SOV-15,15,Closeout Documentation & Training,19,182400,173900,4100,178000,97.6,True,4400
PRJ-2020-232,PRJ-2020-232-SOV-01,1,General Conditions & Project Management,15,538800,538700,100,538800,100.0,False,0
PRJ-2020-232,PRJ-2020-232-SOV-02,2,Submittals & Engineering,14,256900,256500,400,256900,100.0,False,0
PRJ-2020-232,PRJ-2020-232-SOV-03,3,Ductwork - Fabrication,19,677900,665100,10800,675900,99.7,False,2000
PRJ-2020-232,PRJ-2020-232-SOV-04,4,Ductwork - Installation,19,780700,767500,11100,778600,99.7,True,2100
PRJ-2020-232,PRJ-2020-232-SOV-05,5,Piping - Hydronic Systems,19,606600,596400,9000,605400,99.8,False,1200
PRJ-2020-232,PRJ-2020-232-SOV-06,6,Piping - Refrigerant,19,382400,375200,6600,381800,99.8,True,600
PRJ-2020-232,PRJ-2020-232-SOV-07,7,Equipment - RTUs/AHUs,19,1079100,1058700,18300,1077000,99.8,False,2100
PRJ-2020-232,PRJ-2020-232-SOV-08,8,Equipment - Chillers/Boilers,19,637800,625700,11400,637100,99.9,False,700
PRJ-2020-232,PRJ-2020-232-SOV-09,9,Equipment - Terminal Units (VAV/FCU),19,705200,691600,13200,704800,99.9,True,400
PRJ-2020-232,PRJ-2020-232-SOV-10,10,Controls - DDC/BAS Installation,19,517400,494100,10800,504900,97.6,True,12500
PRJ-2020-232,PRJ-2020-232-SOV-11,11,Controls - Programming & Commissioning,19,272400,260200,5600,265800,97.6,True,6600
PRJ-2020-232,PRJ-2020-232-SOV-12,12,Insulation,19,338100,323100,6600,329700,97.5,True,8400
PRJ-2020-232,PRJ-2020-232-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",19,174200,166000,4200,170200,97.7,False,4000
PRJ-2020-232,PRJ-2020-232-SOV-14,14,Startup & Commissioning Support,19,216600,206500,4900,211400,97.6,False,5200
PRJ-2020-232,PRJ-2020-232-SOV-15,15,Closeout Documentation & Training,19,116900,111300,3000,114300,97.8,True,2600
PRJ-2020-233,PRJ-2020-233-SOV-01,1,General Conditions & Project Management,13,259200,259100,100,259200,100.0,False,0
PRJ-2020-233,PRJ-2020-233-SOV-02,2,Submittals & Engineering,12,90600,90500,100,90600,100.0,False,0
PRJ-2020-233,PRJ-2020-233-SOV-03,3,Ductwork - Fabrication,16,450600,439300,9800,449100,99.7,True,1500
PRJ-2020-233,PRJ-2020-233-SOV-04,4,Ductwork - Installation,16,472300,460400,11600,472000,99.9,True,300
PRJ-2020-233,PRJ-2020-233-SOV-05,5,Piping - Hydronic Systems,16,362600,353900,8400,362300,99.9,True,300
PRJ-2020-233,PRJ-2020-233-SOV-06,6,Piping - Refrigerant,16,235200,229600,5100,234700,99.8,True,500
PRJ-2020-233,PRJ-2020-233-SOV-07,7,Equipment - RTUs/AHUs,16,495900,483700,10700,494400,99.7,False,1500
PRJ-2020-233,PRJ-2020-233-SOV-08,8,Equipment - Chillers/Boilers,16,505400,494000,11100,505100,99.9,True,300
PRJ-2020-233,PRJ-2020-233-SOV-09,9,Equipment - Terminal Units (VAV/FCU),16,379400,370100,8700,378800,99.8,True,600
PRJ-2020-233,PRJ-2020-233-SOV-10,10,Controls - DDC/BAS Installation,16,303300,287600,7500,295100,97.3,False,8200
PRJ-2020-233,PRJ-2020-233-SOV-11,11,Controls - Programming & Commissioning,16,144000,136700,3700,140400,97.5,False,3600
PRJ-2020-233,PRJ-2020-233-SOV-12,12,Insulation,16,220200,209400,5200,214600,97.5,True,5600
PRJ-2020-233,PRJ-2020-233-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",16,122500,116000,3700,119700,97.7,True,2800
